Bedrooms,Bathrooms,Area,Price,Location,Property Type,Compound
3,3,148,"6,578,088","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,3,191,"6,863,413","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,3,150,"6,963,847","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,3,150,"7,100,935","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,3,191,"7,725,800","New Capital City, Egypt",Apartment,Il Bosco New Capital
2,2,129,"2,500,000","New Capital City, Egypt",Apartment,Il Bosco New Capital
2,2,131,"2,577,465","New Capital City, Egypt",Apartment,Il Bosco New Capital
2,3,126,"2,708,306","New Capital City, Egypt",Apartment,Il Bosco New Capital
2,3,135,"3,006,619","New Capital City, Egypt",Apartment,Il Bosco New Capital
2,3,135,"3,200,000","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,2,129,"3,750,000","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,2,147,"3,934,466","New Capital City, Egypt",Apartment,Il Bosco New Capital
2,2,129,"3,948,798","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,3,182,"4,316,591","New Capital City, Egypt",Apartment,Il Bosco New Capital
3,3,182,"5,500,000","New Capital City, Egypt",Apartment,Il Bosco New Capital
5,6,486,"24,006,368","New Capital City, Egypt",Villa,Il Bosco New Capital
5,6,486,"26,948,831","New Capital City, Egypt",Villa,Il Bosco New Capital
5,7,638,"37,263,845","New Capital City, Egypt",Villa,Il Bosco New Capital
7,7,393,"15,375,000","New Capital City, Egypt",Villa,Il Bosco New Capital
3,4,247,"9,000,000","New Capital City, Egypt",Twinhouse,Il Bosco New Capital
3,3,300,"26,800,000","New Capital City, Egypt",Villa,La Vista City 
3,4,300,"29,000,000","New Capital City, Egypt",Villa,La Vista City 
3,4,334,"30,000,000","New Capital City, Egypt",Villa,La Vista City 
5,5,449,"38,000,000","New Capital City, Egypt",Villa,La Vista City 
5,5,420,"38,000,000","New Capital City, Egypt",Villa,La Vista City 
4,4,300,"22,000,000","New Capital City, Egypt",Villa,La Vista City 
4,4,300,"22,000,000","New Capital City, Egypt",Villa,La Vista City 
3,4,280,"20,080,000","New Capital City, Egypt",Twinhouse,La Vista City 
3,4,280,"24,000,000","New Capital City, Egypt",Twinhouse,La Vista City 
3,4,280,"15,000,000","New Capital City, Egypt",Twinhouse,La Vista City 
3,4,230,"15,680,000","New Capital City, Egypt",Townhouse,La Vista City 
3,4,230,"18,000,000","New Capital City, Egypt",Townhouse,La Vista City 
3,4,255,"19,980,000","New Capital City, Egypt",Townhouse,La Vista City 
3,4,255,"21,000,000","New Capital City, Egypt",Townhouse,La Vista City 
2,2,111,"2,900,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,2,121,"3,500,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,2,134,"3,900,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,2,144,"4,700,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,3,165,"5,400,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
1,2,86,"2,408,000","New Capital City, Egypt",Apartment,The Curve
1,2,93,"2,604,000","New Capital City, Egypt",Apartment,The Curve
1,2,103,"2,844,133","New Capital City, Egypt",Apartment,The Curve
2,3,145,"3,799,000","New Capital City, Egypt",Apartment,The Curve
2,2,159,"4,165,800","New Capital City, Egypt",Apartment,The Curve
3,3,193,"4,670,600","New Capital City, Egypt",Apartment,The Curve
3,3,187,"4,805,900","New Capital City, Egypt",Apartment,The Curve
3,3,175,"4,900,000","New Capital City, Egypt",Apartment,The Curve
3,3,199,"5,114,300","New Capital City, Egypt",Apartment,The Curve
3,3,169,"5,301,600","New Capital City, Egypt",Apartment,The Curve
3,4,247,"5,681,000","New Capital City, Egypt",Apartment,The Curve
4,3,271,"6,504,000","New Capital City, Egypt",Apartment,The Curve
1,1,90,"3,646,000","New Capital City, Egypt",Apartment,The Capitalway 
2,2,141,"5,648,000","New Capital City, Egypt",Apartment,The Capitalway 
3,3,175,"6,466,000","New Capital City, Egypt",Apartment,The Capitalway 
3,4,260,"8,403,000","New Capital City, Egypt",Apartment,The Capitalway 
3,4,263,"8,462,000","New Capital City, Egypt",Apartment,The Capitalway 
4,3,280,"9,055,000","New Capital City, Egypt",Apartment,The Capitalway 
4,3,283,"9,103,000","New Capital City, Egypt",Apartment,The Capitalway 
2,2,141,"4,500,000","New Capital City, Egypt",Apartment,The Capitalway 
2,2,141,"6,592,000","New Capital City, Egypt",Apartment,The Capitalway 
3,4,338,"12,914,000","New Capital City, Egypt",Duplex,The Capitalway 
3,2,145,"4,702,500","New Capital City, Egypt",Apartment,Castle Landmark
3,3,190,"5,871,000","New Capital City, Egypt",Apartment,Castle Landmark
3,3,200,"6,150,000","New Capital City, Egypt",Apartment,Castle Landmark
3,4,210,"6,394,500","New Capital City, Egypt",Apartment,Castle Landmark
3,2,150,"2,498,437","New Capital City, Egypt",Apartment,Castle Landmark
2,2,111,"2,900,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,2,121,"3,500,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,2,134,"3,900,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,2,144,"4,700,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,3,165,"5,400,000","New Capital City, Egypt",Apartment,Al Maqsad Residences
3,6,471,"17,200,000","New Capital City, Egypt",Villa,Al Maqsad  
2,3,400,"12,000,000","New Capital City, Egypt",Villa,Al Maqsad  
5,5,570,"18,842,000","New Capital City, Egypt",Villa,Al Maqsad  
3,5,425,"15,700,000","New Capital City, Egypt",Twinhouse,Al Maqsad  
1,1,94,"3,384,000","New Capital City, Egypt",Apartment,Talah
2,2,123,"4,443,000","New Capital City, Egypt",Apartment,Talah
2,2,121,"5,208,000","New Capital City, Egypt",Apartment,Talah
3,2,161,"5,950,000","New Capital City, Egypt",Apartment,Talah
3,3,167,"6,161,000","New Capital City, Egypt",Apartment,Talah
3,3,214,"7,289,000","New Capital City, Egypt",Apartment,Talah
3,2,151,"7,397,000","New Capital City, Egypt",Apartment,Talah
3,3,228,"7,535,000","New Capital City, Egypt",Apartment,Talah
3,3,235,"7,754,000","New Capital City, Egypt",Apartment,Talah
3,3,221,"8,932,000","New Capital City, Egypt",Apartment,Talah
3,3,216,"8,991,000","New Capital City, Egypt",Apartment,Talah
3,3,228,"9,173,000","New Capital City, Egypt",Apartment,Talah
3,3,189,"8,171,000","New Capital City, Egypt",Duplex,Talah
3,3,250,"8,577,000","New Capital City, Egypt",Duplex,Talah
3,3,195,"8,584,000","New Capital City, Egypt",Duplex,Talah
3,3,204,"8,846,000","New Capital City, Egypt",Duplex,Talah
3,3,219,"9,566,000","New Capital City, Egypt",Duplex,Talah
3,3,310,"11,636,000","New Capital City, Egypt",Duplex,Talah
3,3,239,"13,128,000","New Capital City, Egypt",Duplex,Talah
3,3,233,"13,214,000","New Capital City, Egypt",Duplex,Talah
4,4,425,"19,685,000","New Capital City, Egypt",Duplex,Talah
1,1,90,"2,058,210","New Capital City, Egypt",Apartment,Midtown Sky
1,1,90,"2,153,250","New Capital City, Egypt",Apartment,Midtown Sky
2,2,140,"3,349,500","New Capital City, Egypt",Apartment,Midtown Sky
2,2,145,"3,469,125","New Capital City, Egypt",Apartment,Midtown Sky
2,2,140,"3,854,400","New Capital City, Egypt",Apartment,Midtown Sky
3,3,190,"4,780,875","New Capital City, Egypt",Apartment,Midtown Sky
3,3,190,"5,050,650","New Capital City, Egypt",Apartment,Midtown Sky
1,1,90,"1,383,750","New Capital City, Egypt",Apartment,Midtown Sky
1,1,90,"1,672,424","New Capital City, Egypt",Apartment,Midtown Sky
1,1,90,"1,990,814","New Capital City, Egypt",Apartment,Midtown Sky
2,2,145,"3,333,000","New Capital City, Egypt",Apartment,Midtown Sky
3,4,350,"17,466,488","New Capital City, Egypt",Twinhouse,Midtown Sky
3,4,350,"13,834,931","New Capital City, Egypt",Townhouse,Midtown Sky
3,4,350,"17,049,900","New Capital City, Egypt",Townhouse,Midtown Sky
2,2,112,"3,965,000","New Capital City, Egypt",Apartment,Atika
2,3,124,"4,373,000","New Capital City, Egypt",Apartment,Atika
2,2,138,"4,762,000","New Capital City, Egypt",Apartment,Atika
3,2,141,"5,553,000","New Capital City, Egypt",Apartment,Atika
3,3,158,"6,096,000","New Capital City, Egypt",Apartment,Atika
3,3,161,"6,718,000","New Capital City, Egypt",Apartment,Atika
3,3,151,"5,118,000","New Capital City, Egypt",Duplex,Atika
0,0,55,"3,016,000","New Capital City, Egypt",Clinic,Atika
0,0,72,"3,218,000","New Capital City, Egypt",Clinic,Atika
0,0,83,"3,715,000","New Capital City, Egypt",Clinic,Atika
0,0,90,"4,045,000","New Capital City, Egypt",Clinic,Atika
0,0,96,"4,468,000","New Capital City, Egypt",Clinic,Atika
0,0,103,"5,647,000","New Capital City, Egypt",Clinic,Atika
0,0,109,"5,981,000","New Capital City, Egypt",Clinic,Atika
0,0,111,"6,780,000","New Capital City, Egypt",Retail,Atika
0,0,73,"8,484,000","New Capital City, Egypt",Retail,Atika
0,0,148,"11,881,000","New Capital City, Egypt",Retail,Atika
0,0,191,"12,316,000","New Capital City, Egypt",Retail,Atika
0,0,99,"13,795,000","New Capital City, Egypt",Retail,Atika
0,0,130,"15,399,000","New Capital City, Egypt",Retail,Atika
0,0,141,"18,022,000","New Capital City, Egypt",Retail,Atika
0,0,246,"19,170,000","New Capital City, Egypt",Retail,Atika
0,0,152,"19,401,000","New Capital City, Egypt",Retail,Atika
0,0,159,"20,621,000","New Capital City, Egypt",Retail,Atika
0,0,198,"25,860,000","New Capital City, Egypt",Retail,Atika
0,0,229,"27,441,000","New Capital City, Egypt",Retail,Atika
0,0,50,"2,850,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,80,"5,040,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,90,"5,670,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,105,"6,615,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,125,"9,375,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,140,"10,500,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,170,"10,710,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,215,"16,125,000","New Capital City, Egypt",Retail,Midtown Sky Mall
0,0,160,"19,602,048","New Capital City, Egypt",Retail,Midtown Sky Mall
3,3,164,"8,060,000","New Capital City, Egypt",Apartment,Tonino Lamborghini Residences 
3,3,187,"8,100,000","New Capital City, Egypt",Apartment,Tonino Lamborghini Residences 
3,3,172,"8,322,000","New Capital City, Egypt",Apartment,Tonino Lamborghini Residences 
3,3,187,"9,155,000","New Capital City, Egypt",Apartment,Tonino Lamborghini Residences 
3,3,195,"9,763,000","New Capital City, Egypt",Apartment,Tonino Lamborghini Residences 
3,3,195,"10,155,000","New Capital City, Egypt",Apartment,Tonino Lamborghini Residences 
1,1,94,"2,327,000","New Capital City, Egypt",Apartment,Entrada
1,1,93,"2,705,000","New Capital City, Egypt",Apartment,Entrada
2,2,114,"2,955,000","New Capital City, Egypt",Apartment,Entrada
2,2,113,"3,130,000","New Capital City, Egypt",Apartment,Entrada
2,3,128,"3,178,000","New Capital City, Egypt",Apartment,Entrada
2,2,125,"3,251,000","New Capital City, Egypt",Apartment,Entrada
3,3,142,"3,446,000","New Capital City, Egypt",Apartment,Entrada
0,0,156,"3,525,000","New Capital City, Egypt",Apartment,Entrada
2,3,157,"3,539,000","New Capital City, Egypt",Apartment,Entrada
0,0,167,"3,768,000","New Capital City, Egypt",Apartment,Entrada
3,3,160,"4,056,000","New Capital City, Egypt",Apartment,Entrada
3,2,181,"4,749,000","New Capital City, Egypt",Apartment,Entrada
3,3,162,"2,100,000","New Capital City, Egypt",Apartment,Entrada
3,3,208,"6,427,000","New Capital City, Egypt",Apartment,Entrada
3,3,162,"2,100,000","New Capital City, Egypt",Apartment,Entrada
3,2,232,"6,287,000","New Capital City, Egypt",Duplex,Entrada
3,3,248,"6,365,000","New Capital City, Egypt",Duplex,Entrada
3,3,170,"5,352,769","New Capital City, Egypt",Apartment,Vinci 
3,3,181,"5,466,802","New Capital City, Egypt",Apartment,Vinci 
3,3,182,"5,922,624","New Capital City, Egypt",Apartment,Vinci 
3,3,177,"6,071,954","New Capital City, Egypt",Apartment,Vinci 
3,3,173,"6,780,373","New Capital City, Egypt",Apartment,Vinci 
3,3,169,"7,097,948","New Capital City, Egypt",Apartment,Vinci 
3,3,187,"7,168,272","New Capital City, Egypt",Apartment,Vinci 
3,3,224,"9,038,260","New Capital City, Egypt",Apartment,Vinci 
3,3,181,"4,249,711","New Capital City, Egypt",Apartment,Vinci 
3,3,181,"4,849,629","New Capital City, Egypt",Apartment,Vinci 
4,5,309,"13,669,128","New Capital City, Egypt",Twinhouse,Vinci 
3,4,253,"12,028,018","New Capital City, Egypt",Townhouse,Vinci 
3,3,218,"7,712,899","New Capital City, Egypt",Duplex,Vinci 
3,3,235,"7,939,278","New Capital City, Egypt",Duplex,Vinci 
3,3,228,"8,108,682","New Capital City, Egypt",Duplex,Vinci 
3,3,254,"8,490,117","New Capital City, Egypt",Duplex,Vinci 
3,3,312,"8,725,656","New Capital City, Egypt",Duplex,Vinci 
3,3,242,"8,774,456","New Capital City, Egypt",Duplex,Vinci 
3,3,323,"8,959,055","New Capital City, Egypt",Duplex,Vinci 
3,3,234,"8,998,244","New Capital City, Egypt",Duplex,Vinci 
3,3,334,"9,347,351","New Capital City, Egypt",Duplex,Vinci 
3,3,288,"9,771,546","New Capital City, Egypt",Duplex,Vinci 
3,3,242,"9,772,889","New Capital City, Egypt",Duplex,Vinci 
3,3,262,"11,024,080","New Capital City, Egypt",Duplex,Vinci 
0,0,70,"4,758,963","New Capital City, Egypt",Clinic,Vinci Street 
0,0,70,"6,651,204","New Capital City, Egypt",Retail,Vinci Street 
0,0,96,"8,446,081","New Capital City, Egypt",Retail,Vinci Street 
0,0,110,"9,443,423","New Capital City, Egypt",Retail,Vinci Street 
0,0,99,"15,449,620","New Capital City, Egypt",Retail,Vinci Street 
0,0,131,"24,726,905","New Capital City, Egypt",Retail,Vinci Street 
0,0,48,"6,278,361","New Capital City, Egypt",Office,Amazon Capital Diamond Tower
0,0,80,"10,469,565","New Capital City, Egypt",Office,Amazon Capital Diamond Tower
0,0,101,"13,677,926","New Capital City, Egypt",Office,Amazon Capital Diamond Tower
0,0,23,"8,102,540","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,27,"11,660,000","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,51,"17,019,600","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,60,"22,616,625","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,94,"47,403,000","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,168,"80,059,825","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,180,"90,380,500","New Capital City, Egypt",Retail,Amazon Capital Diamond Tower
0,0,51,"5,100,000","New Capital City, Egypt",Office,Taj Tower 
0,0,78,"7,800,000","New Capital City, Egypt",Office,Taj Tower 
0,0,78,"8,580,000","New Capital City, Egypt",Office,Taj Tower 
0,0,15,"3,375,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,20,"4,600,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,26,"5,850,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,37,"8,436,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,50,"11,685,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,57,"12,255,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,33,"12,775,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,62,"14,880,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,44,"16,220,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,85,"19,125,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,85,"19,550,000","New Capital City, Egypt",Retail,Taj Tower 
0,0,110,"41,171,500","New Capital City, Egypt",Retail,Taj Tower 
0,0,32,"3,948,173","New Capital City, Egypt",Office,East Tower
0,0,57,"9,258,784","New Capital City, Egypt",Office,East Tower
0,0,64,"17,502,901","New Capital City, Egypt",Office,East Tower
0,0,126,"21,080,783","New Capital City, Egypt",Office,East Tower
0,0,114,"29,244,939","New Capital City, Egypt",Office,East Tower
0,0,33,"3,534,560","New Capital City, Egypt",Office,Nile Business City
0,0,45,"5,348,700","New Capital City, Egypt",Retail,Nile Business City
0,0,70,"4,758,963","New Capital City, Egypt",Clinic,Vinci Street 
0,0,70,"6,651,204","New Capital City, Egypt",Retail,Vinci Street 
0,0,96,"8,446,081","New Capital City, Egypt",Retail,Vinci Street 
0,0,110,"9,443,423","New Capital City, Egypt",Retail,Vinci Street 
0,0,99,"15,449,620","New Capital City, Egypt",Retail,Vinci Street 
0,0,131,"24,726,905","New Capital City, Egypt",Retail,Vinci Street 
0,0,31,"682,000","New Capital City, Egypt",Office,Mizar Tower
3,3,170,"5,090,000","New Capital City, Egypt",Apartment,Parklane
1,2,95,"5,172,750","New Capital City, Egypt",Apartment,Parklane
3,3,190,"5,885,440","New Capital City, Egypt",Apartment,Parklane
3,3,175,"6,050,000","New Capital City, Egypt",Apartment,Parklane
3,3,204,"6,142,620","New Capital City, Egypt",Apartment,Parklane
3,3,247,"7,700,000","New Capital City, Egypt",Apartment,Parklane
2,2,145,"7,895,250","New Capital City, Egypt",Apartment,Parklane
3,3,245,"7,500,000","New Capital City, Egypt",Duplex,Parklane
0,0,31,"1,711,368","New Capital City, Egypt",Clinic,Parklane
0,0,25,"1,146,316","New Capital City, Egypt",Office,Parklane
0,0,31,"1,404,526","New Capital City, Egypt",Office,Parklane
0,0,32,"2,240,000","New Capital City, Egypt",Retail,Parklane
0,0,44,"8,200,000","New Capital City, Egypt",Retail,Parklane
0,0,72,"13,741,643","New Capital City, Egypt",Retail,Parklane
0,0,170,"19,547,787","New Capital City, Egypt",Retail,Parklane
0,0,35,"1,277,500","New Capital City, Egypt",Office,Evora Tower
0,0,37,"1,295,000","New Capital City, Egypt",Office,Evora Tower
0,0,38,"1,368,000","New Capital City, Egypt",Office,Evora Tower
0,0,41,"1,476,000","New Capital City, Egypt",Office,Evora Tower
0,0,42,"1,512,000","New Capital City, Egypt",Office,Evora Tower
0,0,49,"1,568,000","New Capital City, Egypt",Office,Evora Tower
0,0,53,"2,014,000","New Capital City, Egypt",Office,Evora Tower
0,0,59,"2,360,000","New Capital City, Egypt",Office,Evora Tower
0,0,65,"2,405,000","New Capital City, Egypt",Office,Evora Tower
0,0,77,"2,695,000","New Capital City, Egypt",Office,Evora Tower
0,0,73,"2,774,000","New Capital City, Egypt",Office,Evora Tower
0,0,83,"2,905,000","New Capital City, Egypt",Office,Evora Tower
0,0,34,"3,042,490","New Capital City, Egypt",Retail,Evora Tower
0,0,30,"3,675,000","New Capital City, Egypt",Retail,Evora Tower
0,0,53,"4,383,630","New Capital City, Egypt",Retail,Evora Tower
0,0,48,"4,425,600","New Capital City, Egypt",Retail,Evora Tower
0,0,67,"5,269,215","New Capital City, Egypt",Retail,Evora Tower
0,0,37,"5,396,450","New Capital City, Egypt",Retail,Evora Tower
0,0,65,"6,204,575","New Capital City, Egypt",Retail,Evora Tower
0,0,49,"7,016,065","New Capital City, Egypt",Retail,Evora Tower
0,0,77,"7,099,400","New Capital City, Egypt",Retail,Evora Tower
0,0,56,"8,493,520","New Capital City, Egypt",Retail,Evora Tower
0,0,81,"16,499,700","New Capital City, Egypt",Retail,Evora Tower
1,1,55,"1,419,775","New Capital City, Egypt",Serviced Apartment,4T1 Tower
3,2,82,"2,024,898","New Capital City, Egypt",Serviced Apartment,4T1 Tower
2,2,98,"2,587,963","New Capital City, Egypt",Serviced Apartment,4T1 Tower
2,2,75,"8,271,610","New Capital City, Egypt",Serviced Apartment,4T1 Tower
2,2,98,"10,351,852","New Capital City, Egypt",Serviced Apartment,4T1 Tower
2,2,120,"11,256,787","New Capital City, Egypt",Serviced Apartment,4T1 Tower
0,0,37,"1,517,000","New Capital City, Egypt",Clinic,Castle Gate
0,0,49,"1,862,000","New Capital City, Egypt",Clinic,Castle Gate
0,0,105,"4,515,000","New Capital City, Egypt",Clinic,Castle Gate
0,0,71,"3,172,103","New Capital City, Egypt",Office,Castle Gate
0,0,113,"3,390,000","New Capital City, Egypt",Office,Castle Gate
0,0,186,"8,310,016","New Capital City, Egypt",Office,Castle Gate
0,0,122,"9,684,360","New Capital City, Egypt",Retail,Castle Gate
0,0,92,"10,120,000","New Capital City, Egypt",Retail,Castle Gate
0,0,122,"12,777,975","New Capital City, Egypt",Retail,Castle Gate
0,0,147,"15,396,413","New Capital City, Egypt",Retail,Castle Gate
0,0,161,"26,096,175","New Capital City, Egypt",Retail,Castle Gate
0,0,29,"1,534,100","New Capital City, Egypt",Office,El Centro Business Complex
0,0,18,"2,430,000","New Capital City, Egypt",Retail,El Centro Business Complex
0,0,27,"1,540,539","New Capital City, Egypt",Clinic,Regency Business Tower
0,0,36,"2,070,000","New Capital City, Egypt",Office,Regency Business Tower
0,0,38,"3,680,000","New Capital City, Egypt",Retail,Regency Business Tower
0,0,25,"4,087,500","New Capital City, Egypt",Retail,Regency Business Tower
0,0,20,"1,628,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,31,"1,842,800","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,20,"1,932,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,42,"2,486,400","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,31,"2,772,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,42,"3,234,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,53,"3,451,500","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,24,"4,176,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,53,"4,425,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,40,"7,750,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,52,"8,528,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,52,"9,038,000","New Capital City, Egypt",Retail,Vida Mall Down Town 
0,0,48,"4,315,556","New Capital City, Egypt",Office,Moonreal Tower 
0,0,47,"4,441,500","New Capital City, Egypt",Office,Moonreal Tower 
0,0,50,"4,520,000","New Capital City, Egypt",Office,Moonreal Tower 
0,0,54,"5,178,889","New Capital City, Egypt",Office,Moonreal Tower 
0,0,56,"5,353,600","New Capital City, Egypt",Office,Moonreal Tower 
0,0,57,"5,375,556","New Capital City, Egypt",Office,Moonreal Tower 
0,0,59,"5,463,400","New Capital City, Egypt",Office,Moonreal Tower 
0,0,60,"5,712,000","New Capital City, Egypt",Office,Moonreal Tower 
0,0,63,"5,985,556","New Capital City, Egypt",Office,Moonreal Tower 
0,0,65,"6,175,556","New Capital City, Egypt",Office,Moonreal Tower 
0,0,66,"6,270,000","New Capital City, Egypt",Office,Moonreal Tower 
0,0,68,"6,317,200","New Capital City, Egypt",Office,Moonreal Tower 
0,0,14,"1,695,604","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,21,"2,543,406","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,23,"2,931,542","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,24,"3,006,667","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,26,"3,296,854","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,20,"5,673,333","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,21,"5,883,500","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,24,"6,640,000","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,45,"6,675,556","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,32,"6,808,000","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,48,"6,928,000","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,35,"7,262,222","New Capital City, Egypt",Retail,Moonreal Tower 
0,0,30,"1,753,050","New Capital City, Egypt",Office,Mid Tower
0,0,37,"5,060,860","New Capital City, Egypt",Retail,Mid Tower
0,0,50,"3,479,100","New Capital City, Egypt",Apartment,31N Commercial Tower
0,0,89,"6,158,536","New Capital City, Egypt",Apartment,31N Commercial Tower
0,0,38,"1,894,870","New Capital City, Egypt",Office,31N Commercial Tower
0,0,39,"1,989,976","New Capital City, Egypt",Office,31N Commercial Tower
0,0,55,"2,741,811","New Capital City, Egypt",Office,31N Commercial Tower
0,0,55,"3,049,915","New Capital City, Egypt",Office,31N Commercial Tower
0,0,73,"3,587,396","New Capital City, Egypt",Office,31N Commercial Tower
0,0,92,"4,733,584","New Capital City, Egypt",Office,31N Commercial Tower
0,0,92,"4,863,488","New Capital City, Egypt",Office,31N Commercial Tower
0,0,121,"6,799,564","New Capital City, Egypt",Office,31N Commercial Tower
0,0,110,"6,974,182","New Capital City, Egypt",Office,31N Commercial Tower
0,0,121,"7,509,061","New Capital City, Egypt",Office,31N Commercial Tower
0,0,36,"6,044,400","New Capital City, Egypt",Retail,31N Commercial Tower
0,0,58,"7,830,000","New Capital City, Egypt",Retail,31N Commercial Tower
2,3,124,"3,896,700","New Capital City, Egypt",Apartment,Scene 7 
2,3,116,"4,025,896","New Capital City, Egypt",Apartment,Scene 7 
3,3,144,"4,259,088","New Capital City, Egypt",Apartment,Scene 7 
3,3,156,"4,806,360","New Capital City, Egypt",Apartment,Scene 7 
3,3,166,"4,862,306","New Capital City, Egypt",Apartment,Scene 7 
2,3,124,"4,864,024","New Capital City, Egypt",Apartment,Scene 7 
3,3,156,"5,464,836","New Capital City, Egypt",Apartment,Scene 7 
3,3,174,"5,554,602","New Capital City, Egypt",Apartment,Scene 7 
3,3,169,"6,058,312","New Capital City, Egypt",Apartment,Scene 7 
3,3,200,"6,436,000","New Capital City, Egypt",Apartment,Scene 7 
1,2,88,"1,921,982","New Capital City, Egypt",Apartment,Scene 7 
0,0,51,"2,040,000","New Capital City, Egypt",Clinic,Elite Mall
0,0,278,"22,841,000","New Capital City, Egypt",Retail,Elite Mall
0,0,49,"3,045,132","New Capital City, Egypt",Clinic,The Loft Plaza
0,0,64,"3,331,647","New Capital City, Egypt",Clinic,The Loft Plaza
0,0,101,"6,062,016","New Capital City, Egypt",Clinic,The Loft Plaza
0,0,39,"2,108,913","New Capital City, Egypt",Office,The Loft Plaza
0,0,50,"2,499,946","New Capital City, Egypt",Office,The Loft Plaza
0,0,63,"3,071,362","New Capital City, Egypt",Office,The Loft Plaza
0,0,77,"3,761,823","New Capital City, Egypt",Office,The Loft Plaza
0,0,101,"5,488,582","New Capital City, Egypt",Office,The Loft Plaza
0,0,130,"8,109,994","New Capital City, Egypt",Office,The Loft Plaza
0,0,52,"7,033,170","New Capital City, Egypt",Retail,The Loft Plaza
0,0,63,"7,072,493","New Capital City, Egypt",Retail,The Loft Plaza
0,0,77,"7,169,111","New Capital City, Egypt",Retail,The Loft Plaza
0,0,40,"7,714,664","New Capital City, Egypt",Retail,The Loft Plaza
0,0,94,"12,768,732","New Capital City, Egypt",Retail,The Loft Plaza
0,0,112,"13,577,794","New Capital City, Egypt",Retail,The Loft Plaza
0,0,155,"18,764,729","New Capital City, Egypt",Retail,The Loft Plaza
0,0,137,"30,521,925","New Capital City, Egypt",Retail,The Loft Plaza
0,0,189,"42,100,788","New Capital City, Egypt",Retail,The Loft Plaza
0,0,209,"48,029,054","New Capital City, Egypt",Retail,The Loft Plaza
0,0,37,"2,127,500","New Capital City, Egypt",Office,Pagoda Business Complex 
0,0,25,"3,750,000","New Capital City, Egypt",Retail,Pagoda Business Complex 
